"","Distance","EOS_num","AOS_E_num","AOS_C_num","Food_Amount_Num"
"Distance",1,-0.908942501255297,-0.86606785496967,-0.534800808490325,0
"EOS_num",-0.908942501255297,1,0.944852941176471,0.584822861500776,-0.00782780363856437
"AOS_E_num",-0.86606785496967,0.944852941176471,1,0.518253648766708,-0.0665363309277971
"AOS_C_num",-0.534800808490325,0.584822861500776,0.518253648766708,1,-0.118113897815384
"Food_Amount_Num",0,-0.00782780363856437,-0.0665363309277971,-0.118113897815384,1
