"term","estimate","std.error","statistic","p.value"
"(Intercept)",475.636300675833,9.7502510987748,48.7819540089178,3.6067668033289e-15
"Crow_Signal_fCrows Present",-3.31698134255515,12.1842536273312,-0.272235086695392,0.790068838458544
"scaled_Disturbance",2.44115442839698,5.77525628994655,0.42269196479583,0.679995541989884
"scaled_Feed",0.598551621841246,4.74396958224902,0.126171049679767,0.901685855546323
