frame,date,site,crow_all,crow_feed,proportion,Sample_Point,food_amount,distance
40,20210219,Food102,6,5,0.8333333333333334,102,36,80
1,20210219,Food104,0,0,NA,104,6,120
2,20210219,Food104,0,0,NA,104,6,120
3,20210219,Food104,0,0,NA,104,6,120
4,20210219,Food104,0,0,NA,104,6,120
5,20210219,Food104,0,0,NA,104,6,120
6,20210219,Food104,0,0,NA,104,6,120
7,20210219,Food104,0,0,NA,104,6,120
8,20210219,Food104,0,0,NA,104,6,120
9,20210219,Food104,0,0,NA,104,6,120
10,20210219,Food104,0,0,NA,104,6,120
11,20210219,Food104,1,0,0,104,6,120
12,20210219,Food104,1,0,0,104,6,120
13,20210219,Food104,11,0,0,104,6,120
14,20210219,Food104,16,1,0.0625,104,6,120
15,20210219,Food104,20,2,0.1,104,6,120
16,20210219,Food104,23,2,0.08695652173913043,104,6,120
17,20210219,Food104,21,3,0.14285714285714285,104,6,120
18,20210219,Food104,20,3,0.15,104,6,120
19,20210219,Food104,20,2,0.1,104,6,120
20,20210219,Food104,21,0,0,104,6,120
21,20210219,Food104,20,2,0.1,104,6,120
22,20210219,Food104,19,1,0.05263157894736842,104,6,120
23,20210219,Food104,24,4,0.16666666666666666,104,6,120
24,20210219,Food104,32,2,0.0625,104,6,120
25,20210219,Food104,20,3,0.15,104,6,120
26,20210219,Food104,8,5,0.625,104,6,120
27,20210219,Food104,3,3,1,104,6,120
28,20210219,Food104,1,0,0,104,6,120
29,20210219,Food104,2,2,1,104,6,120
30,20210219,Food104,1,1,1,104,6,120
31,20210219,Food104,0,0,NA,104,6,120
32,20210219,Food104,0,0,NA,104,6,120
33,20210219,Food104,0,0,NA,104,6,120
34,20210219,Food104,0,0,NA,104,6,120
35,20210219,Food104,0,0,NA,104,6,120
36,20210219,Food104,0,0,NA,104,6,120
37,20210219,Food104,0,0,NA,104,6,120
38,20210219,Food104,0,0,NA,104,6,120
39,20210219,Food104,0,0,NA,104,6,120
40,20210219,Food104,0,0,NA,104,6,120
1,20210219,Food106,0,0,NA,106,0,160
2,20210219,Food106,0,0,NA,106,0,160
3,20210219,Food106,0,0,NA,106,0,160
4,20210219,Food106,0,0,NA,106,0,160
5,20210219,Food106,0,0,NA,106,0,160
6,20210219,Food106,0,0,NA,106,0,160
7,20210219,Food106,0,0,NA,106,0,160
8,20210219,Food106,0,0,NA,106,0,160
9,20210219,Food106,0,0,NA,106,0,160
10,20210219,Food106,0,0,NA,106,0,160
11,20210219,Food106,0,0,NA,106,0,160
12,20210219,Food106,0,0,NA,106,0,160
13,20210219,Food106,0,0,NA,106,0,160
14,20210219,Food106,0,0,NA,106,0,160
15,20210219,Food106,0,0,NA,106,0,160
16,20210219,Food106,0,0,NA,106,0,160
17,20210219,Food106,0,0,NA,106,0,160
18,20210219,Food106,0,0,NA,106,0,160
19,20210219,Food106,0,0,NA,106,0,160
20,20210219,Food106,0,0,NA,106,0,160
21,20210219,Food106,0,0,NA,106,0,160
22,20210219,Food106,0,0,NA,106,0,160
23,20210219,Food106,0,0,NA,106,0,160
24,20210219,Food106,0,0,NA,106,0,160
25,20210219,Food106,0,0,NA,106,0,160
26,20210219,Food106,0,0,NA,106,0,160
27,20210219,Food106,0,0,NA,106,0,160
28,20210219,Food106,0,0,NA,106,0,160
29,20210219,Food106,0,0,NA,106,0,160
30,20210219,Food106,0,0,NA,106,0,160
31,20210219,Food106,0,0,NA,106,0,160
32,20210219,Food106,0,0,NA,106,0,160
33,20210219,Food106,0,0,NA,106,0,160
34,20210219,Food106,0,0,NA,106,0,160
35,20210219,Food106,0,0,NA,106,0,160
36,20210219,Food106,0,0,NA,106,0,160
37,20210219,Food106,0,0,NA,106,0,160
38,20210219,Food106,0,0,NA,106,0,160
39,20210219,Food106,0,0,NA,106,0,160
40,20210219,Food106,0,0,NA,106,0,160
1,20210220,Food101,0,0,NA,101,6,40
2,20210220,Food101,0,0,NA,101,6,40
3,20210220,Food101,0,0,NA,101,6,40
4,20210220,Food101,0,0,NA,101,6,40
5,20210220,Food101,0,0,NA,101,6,40
6,20210220,Food101,0,0,NA,101,6,40
7,20210220,Food101,0,0,NA,101,6,40
8,20210220,Food101,0,0,NA,101,6,40
9,20210220,Food101,0,0,NA,101,6,40
10,20210220,Food101,0,0,NA,101,6,40
11,20210220,Food101,0,0,NA,101,6,40
12,20210220,Food101,0,0,NA,101,6,40
13,20210220,Food101,0,0,NA,101,6,40
14,20210220,Food101,0,0,NA,101,6,40
15,20210220,Food101,0,0,NA,101,6,40
16,20210220,Food101,0,0,NA,101,6,40
17,20210220,Food101,0,0,NA,101,6,40
18,20210220,Food101,0,0,NA,101,6,40
19,20210220,Food101,0,0,NA,101,6,40
20,20210220,Food101,19,3,0.15789473684210525,101,6,40
21,20210220,Food101,19,4,0.21052631578947367,101,6,40
22,20210220,Food101,17,2,0.11764705882352941,101,6,40
23,20210220,Food101,14,3,0.21428571428571427,101,6,40
24,20210220,Food101,14,4,0.2857142857142857,101,6,40
25,20210220,Food101,10,2,0.2,101,6,40
26,20210220,Food101,12,3,0.25,101,6,40
27,20210220,Food101,12,2,0.16666666666666666,101,6,40
28,20210220,Food101,13,2,0.15384615384615385,101,6,40
29,20210220,Food101,17,3,0.17647058823529413,101,6,40
30,20210220,Food101,5,1,0.2,101,6,40
31,20210220,Food101,7,2,0.2857142857142857,101,6,40
32,20210220,Food101,12,3,0.25,101,6,40
33,20210220,Food101,11,6,0.5454545454545454,101,6,40
34,20210220,Food101,13,2,0.15384615384615385,101,6,40
35,20210220,Food101,12,0,0,101,6,40
36,20210220,Food101,12,0,0,101,6,40
37,20210220,Food101,7,0,0,101,6,40
38,20210220,Food101,0,0,NA,101,6,40
39,20210220,Food101,0,0,NA,101,6,40
40,20210220,Food101,0,0,NA,101,6,40
1,20210220,Food102,0,0,NA,102,18,80
2,20210220,Food102,2,0,0,102,18,80
3,20210220,Food102,3,0,0,102,18,80
4,20210220,Food102,5,0,0,102,18,80
5,20210220,Food102,6,0,0,102,18,80
6,20210220,Food102,6,0,0,102,18,80
7,20210220,Food102,1,0,0,102,18,80
8,20210220,Food102,3,1,0.3333333333333333,102,18,80
9,20210220,Food102,4,1,0.25,102,18,80
10,20210220,Food102,5,2,0.4,102,18,80
11,20210220,Food102,7,2,0.2857142857142857,102,18,80
12,20210220,Food102,9,2,0.2222222222222222,102,18,80
13,20210220,Food102,0,0,NA,102,18,80
14,20210220,Food102,0,0,NA,102,18,80
15,20210220,Food102,0,0,NA,102,18,80
16,20210220,Food102,0,0,NA,102,18,80
17,20210220,Food102,20,2,0.1,102,18,80
18,20210220,Food102,0,0,NA,102,18,80
19,20210220,Food102,0,0,NA,102,18,80
20,20210220,Food102,0,0,NA,102,18,80
21,20210220,Food102,20,3,0.15,102,18,80
22,20210220,Food102,22,5,0.22727272727272727,102,18,80
23,20210220,Food102,0,0,NA,102,18,80
24,20210220,Food102,23,6,0.2608695652173913,102,18,80
25,20210220,Food102,12,8,0.6666666666666666,102,18,80
26,20210220,Food102,25,10,0.4,102,18,80
27,20210220,Food102,23,5,0.21739130434782608,102,18,80
28,20210220,Food102,14,3,0.21428571428571427,102,18,80
29,20210220,Food102,12,1,0.08333333333333333,102,18,80
30,20210220,Food102,5,2,0.4,102,18,80
31,20210220,Food102,2,0,0,102,18,80
32,20210220,Food102,4,1,0.25,102,18,80
33,20210220,Food102,8,0,0,102,18,80
34,20210220,Food102,3,2,0.6666666666666666,102,18,80
35,20210220,Food102,5,1,0.2,102,18,80
36,20210220,Food102,6,1,0.16666666666666666,102,18,80
37,20210220,Food102,3,2,0.6666666666666666,102,18,80
38,20210220,Food102,2,1,0.5,102,18,80
39,20210220,Food102,0,0,NA,102,18,80
40,20210220,Food102,1,0,0,102,18,80
1,20210220,Food104,0,0,NA,104,0,120
2,20210220,Food104,0,0,NA,104,0,120
3,20210220,Food104,0,0,NA,104,0,120
4,20210220,Food104,0,0,NA,104,0,120
5,20210220,Food104,0,0,NA,104,0,120
6,20210220,Food104,0,0,NA,104,0,120
7,20210220,Food104,0,0,NA,104,0,120
8,20210220,Food104,0,0,NA,104,0,120
9,20210220,Food104,0,0,NA,104,0,120
10,20210220,Food104,0,0,NA,104,0,120
11,20210220,Food104,0,0,NA,104,0,120
12,20210220,Food104,0,0,NA,104,0,120
13,20210220,Food104,0,0,NA,104,0,120
14,20210220,Food104,0,0,NA,104,0,120
15,20210220,Food104,0,0,NA,104,0,120
16,20210220,Food104,0,0,NA,104,0,120
17,20210220,Food104,0,0,NA,104,0,120
18,20210220,Food104,0,0,NA,104,0,120
19,20210220,Food104,0,0,NA,104,0,120
20,20210220,Food104,0,0,NA,104,0,120
21,20210220,Food104,0,0,NA,104,0,120
22,20210220,Food104,0,0,NA,104,0,120
23,20210220,Food104,0,0,NA,104,0,120
24,20210220,Food104,0,0,NA,104,0,120
25,20210220,Food104,0,0,NA,104,0,120
26,20210220,Food104,0,0,NA,104,0,120
27,20210220,Food104,0,0,NA,104,0,120
28,20210220,Food104,0,0,NA,104,0,120
29,20210220,Food104,0,0,NA,104,0,120
30,20210220,Food104,0,0,NA,104,0,120
31,20210220,Food104,0,0,NA,104,0,120
32,20210220,Food104,0,0,NA,104,0,120
33,20210220,Food104,0,0,NA,104,0,120
34,20210220,Food104,0,0,NA,104,0,120
35,20210220,Food104,0,0,NA,104,0,120
36,20210220,Food104,0,0,NA,104,0,120
37,20210220,Food104,0,0,NA,104,0,120
38,20210220,Food104,0,0,NA,104,0,120
39,20210220,Food104,0,0,NA,104,0,120
40,20210220,Food104,0,0,NA,104,0,120
1,20210220,Food106,0,0,NA,106,36,160
2,20210220,Food106,0,0,NA,106,36,160
3,20210220,Food106,0,0,NA,106,36,160
4,20210220,Food106,0,0,NA,106,36,160
5,20210220,Food106,0,0,NA,106,36,160
6,20210220,Food106,0,0,NA,106,36,160
7,20210220,Food106,0,0,NA,106,36,160
8,20210220,Food106,0,0,NA,106,36,160
9,20210220,Food106,0,0,NA,106,36,160
10,20210220,Food106,0,0,NA,106,36,160
11,20210220,Food106,0,0,NA,106,36,160
12,20210220,Food106,0,0,NA,106,36,160
13,20210220,Food106,0,0,NA,106,36,160
14,20210220,Food106,0,0,NA,106,36,160
15,20210220,Food106,0,0,NA,106,36,160
16,20210220,Food106,0,0,NA,106,36,160
17,20210220,Food106,0,0,NA,106,36,160
18,20210220,Food106,0,0,NA,106,36,160
19,20210220,Food106,7,0,0,106,36,160
20,20210220,Food106,10,1,0.1,106,36,160
21,20210220,Food106,12,3,0.25,106,36,160
22,20210220,Food106,6,1,0.16666666666666666,106,36,160
23,20210220,Food106,4,2,0.5,106,36,160
24,20210220,Food106,11,5,0.45454545454545453,106,36,160
25,20210220,Food106,14,6,0.42857142857142855,106,36,160
26,20210220,Food106,15,9,0.6,106,36,160
27,20210220,Food106,12,5,0.4166666666666667,106,36,160
28,20210220,Food106,11,7,0.6363636363636364,106,36,160
29,20210220,Food106,11,8,0.7272727272727273,106,36,160
30,20210220,Food106,0,0,NA,106,36,160
31,20210220,Food106,9,8,0.8888888888888888,106,36,160
32,20210220,Food106,10,7,0.7,106,36,160
33,20210220,Food106,16,7,0.4375,106,36,160
34,20210220,Food106,14,7,0.5,106,36,160
35,20210220,Food106,13,9,0.6923076923076923,106,36,160
36,20210220,Food106,14,9,0.6428571428571429,106,36,160
37,20210220,Food106,11,5,0.45454545454545453,106,36,160
38,20210220,Food106,10,6,0.6,106,36,160
39,20210220,Food106,13,2,0.15384615384615385,106,36,160
40,20210220,Food106,4,1,0.25,106,36,160
1,20210221,Food101,0,0,NA,101,36,40
2,20210221,Food101,0,0,NA,101,36,40
3,20210221,Food101,0,0,NA,101,36,40
4,20210221,Food101,8,0,0,101,36,40
5,20210221,Food101,14,0,0,101,36,40
6,20210221,Food101,18,2,0.1111111111111111,101,36,40
7,20210221,Food101,0,0,NA,101,36,40
8,20210221,Food101,0,0,NA,101,36,40
9,20210221,Food101,21,1,0.047619047619047616,101,36,40
10,20210221,Food101,13,0,0,101,36,40
11,20210221,Food101,17,4,0.23529411764705882,101,36,40
12,20210221,Food101,16,0,0,101,36,40
13,20210221,Food101,15,3,0.2,101,36,40
14,20210221,Food101,12,4,0.3333333333333333,101,36,40
15,20210221,Food101,17,4,0.23529411764705882,101,36,40
16,20210221,Food101,22,0,0,101,36,40
17,20210221,Food101,21,2,0.09523809523809523,101,36,40
18,20210221,Food101,20,6,0.3,101,36,40
19,20210221,Food101,22,5,0.22727272727272727,101,36,40
20,20210221,Food101,26,4,0.15384615384615385,101,36,40
21,20210221,Food101,19,6,0.3157894736842105,101,36,40
22,20210221,Food101,16,7,0.4375,101,36,40
23,20210221,Food101,18,4,0.2222222222222222,101,36,40
24,20210221,Food101,10,4,0.4,101,36,40
25,20210221,Food101,11,5,0.45454545454545453,101,36,40
26,20210221,Food101,12,4,0.3333333333333333,101,36,40
27,20210221,Food101,9,1,0.1111111111111111,101,36,40
28,20210221,Food101,12,3,0.25,101,36,40
29,20210221,Food101,10,2,0.2,101,36,40
30,20210221,Food101,9,1,0.1111111111111111,101,36,40
31,20210221,Food101,8,3,0.375,101,36,40
32,20210221,Food101,11,2,0.18181818181818182,101,36,40
33,20210221,Food101,8,2,0.25,101,36,40
34,20210221,Food101,8,2,0.25,101,36,40
35,20210221,Food101,6,3,0.5,101,36,40
36,20210221,Food101,9,2,0.2222222222222222,101,36,40
37,20210221,Food101,2,1,0.5,101,36,40
38,20210221,Food101,3,0,0,101,36,40
39,20210221,Food101,0,0,NA,101,36,40
40,20210221,Food101,0,0,NA,101,36,40
1,20210221,Food102,0,0,NA,102,0,80
2,20210221,Food102,0,0,NA,102,0,80
3,20210221,Food102,0,0,NA,102,0,80
4,20210221,Food102,0,0,NA,102,0,80
5,20210221,Food102,0,0,NA,102,0,80
6,20210221,Food102,0,0,NA,102,0,80
7,20210221,Food102,0,0,NA,102,0,80
8,20210221,Food102,0,0,NA,102,0,80
9,20210221,Food102,0,0,NA,102,0,80
10,20210221,Food102,0,0,NA,102,0,80
11,20210221,Food102,0,0,NA,102,0,80
12,20210221,Food102,0,0,NA,102,0,80
13,20210221,Food102,0,0,NA,102,0,80
14,20210221,Food102,0,0,NA,102,0,80
15,20210221,Food102,0,0,NA,102,0,80
16,20210221,Food102,0,0,NA,102,0,80
17,20210221,Food102,0,0,NA,102,0,80
18,20210221,Food102,0,0,NA,102,0,80
19,20210221,Food102,0,0,NA,102,0,80
20,20210221,Food102,0,0,NA,102,0,80
21,20210221,Food102,0,0,NA,102,0,80
22,20210221,Food102,0,0,NA,102,0,80
23,20210221,Food102,0,0,NA,102,0,80
24,20210221,Food102,0,0,NA,102,0,80
25,20210221,Food102,0,0,NA,102,0,80
26,20210221,Food102,0,0,NA,102,0,80
27,20210221,Food102,0,0,NA,102,0,80
28,20210221,Food102,0,0,NA,102,0,80
29,20210221,Food102,0,0,NA,102,0,80
30,20210221,Food102,0,0,NA,102,0,80
31,20210221,Food102,0,0,NA,102,0,80
32,20210221,Food102,0,0,NA,102,0,80
33,20210221,Food102,0,0,NA,102,0,80
34,20210221,Food102,0,0,NA,102,0,80
35,20210221,Food102,0,0,NA,102,0,80
36,20210221,Food102,0,0,NA,102,0,80
37,20210221,Food102,0,0,NA,102,0,80
38,20210221,Food102,0,0,NA,102,0,80
39,20210221,Food102,0,0,NA,102,0,80
40,20210221,Food102,0,0,NA,102,0,80
1,20210221,Food104,0,0,NA,104,18,120
2,20210221,Food104,0,0,NA,104,18,120
3,20210221,Food104,0,0,NA,104,18,120
4,20210221,Food104,0,0,NA,104,18,120
5,20210221,Food104,0,0,NA,104,18,120
6,20210221,Food104,0,0,NA,104,18,120
7,20210221,Food104,0,0,NA,104,18,120
8,20210221,Food104,0,0,NA,104,18,120
9,20210221,Food104,0,0,NA,104,18,120
10,20210221,Food104,0,0,NA,104,18,120
11,20210221,Food104,0,0,NA,104,18,120
12,20210221,Food104,0,0,NA,104,18,120
13,20210221,Food104,1,0,0,104,18,120
14,20210221,Food104,0,0,NA,104,18,120
15,20210221,Food104,1,0,0,104,18,120
16,20210221,Food104,1,0,0,104,18,120
17,20210221,Food104,1,0,0,104,18,120
18,20210221,Food104,0,0,NA,104,18,120
19,20210221,Food104,4,0,0,104,18,120
20,20210221,Food104,6,1,0.16666666666666666,104,18,120
21,20210221,Food104,12,4,0.3333333333333333,104,18,120
22,20210221,Food104,14,5,0.35714285714285715,104,18,120
23,20210221,Food104,11,4,0.36363636363636365,104,18,120
24,20210221,Food104,12,3,0.25,104,18,120
25,20210221,Food104,14,3,0.21428571428571427,104,18,120
26,20210221,Food104,6,3,0.5,104,18,120
27,20210221,Food104,2,1,0.5,104,18,120
28,20210221,Food104,0,0,NA,104,18,120
29,20210221,Food104,6,4,0.6666666666666666,104,18,120
30,20210221,Food104,4,0,0,104,18,120
31,20210221,Food104,5,1,0.2,104,18,120
32,20210221,Food104,2,0,0,104,18,120
33,20210221,Food104,0,0,NA,104,18,120
34,20210221,Food104,0,0,NA,104,18,120
35,20210221,Food104,0,0,NA,104,18,120
36,20210221,Food104,0,0,NA,104,18,120
37,20210221,Food104,0,0,NA,104,18,120
38,20210221,Food104,0,0,NA,104,18,120
39,20210221,Food104,0,0,NA,104,18,120
40,20210221,Food104,0,0,NA,104,18,120
1,20210221,Food106,0,0,NA,106,6,160
2,20210221,Food106,0,0,NA,106,6,160
3,20210221,Food106,0,0,NA,106,6,160
4,20210221,Food106,0,0,NA,106,6,160
5,20210221,Food106,0,0,NA,106,6,160
6,20210221,Food106,0,0,NA,106,6,160
7,20210221,Food106,0,0,NA,106,6,160
8,20210221,Food106,0,0,NA,106,6,160
9,20210221,Food106,0,0,NA,106,6,160
10,20210221,Food106,0,0,NA,106,6,160
11,20210221,Food106,0,0,NA,106,6,160
12,20210221,Food106,0,0,NA,106,6,160
13,20210221,Food106,0,0,NA,106,6,160
14,20210221,Food106,0,0,NA,106,6,160
15,20210221,Food106,0,0,NA,106,6,160
16,20210221,Food106,0,0,NA,106,6,160
17,20210221,Food106,7,0,0,106,6,160
18,20210221,Food106,0,0,NA,106,6,160
19,20210221,Food106,4,1,0.25,106,6,160
20,20210221,Food106,9,0,0,106,6,160
21,20210221,Food106,15,0,0,106,6,160
22,20210221,Food106,16,3,0.1875,106,6,160
23,20210221,Food106,17,2,0.11764705882352941,106,6,160
24,20210221,Food106,16,2,0.125,106,6,160
25,20210221,Food106,15,2,0.13333333333333333,106,6,160
26,20210221,Food106,16,2,0.125,106,6,160
27,20210221,Food106,17,3,0.17647058823529413,106,6,160
28,20210221,Food106,10,4,0.4,106,6,160
29,20210221,Food106,4,1,0.25,106,6,160
30,20210221,Food106,6,0,0,106,6,160
31,20210221,Food106,4,0,0,106,6,160
32,20210221,Food106,0,0,NA,106,6,160
33,20210221,Food106,0,0,NA,106,6,160
34,20210221,Food106,0,0,NA,106,6,160
35,20210221,Food106,0,0,NA,106,6,160
36,20210221,Food106,0,0,NA,106,6,160
37,20210221,Food106,0,0,NA,106,6,160
38,20210221,Food106,0,0,NA,106,6,160
39,20210221,Food106,0,0,NA,106,6,160
40,20210221,Food106,0,0,NA,106,6,160
