frame,date,site,crow_all,crow_feed,proportion
38,20210218,Food104,10,5,0.5
39,20210218,Food104,8,1,0.125
40,20210218,Food104,12,5,0.4166666666666667
1,20210218,Food106,0,0,NA
2,20210218,Food106,0,0,NA
3,20210218,Food106,0,0,NA
4,20210218,Food106,0,0,NA
5,20210218,Food106,0,0,NA
6,20210218,Food106,0,0,NA
7,20210218,Food106,0,0,NA
8,20210218,Food106,0,0,NA
9,20210218,Food106,0,0,NA
10,20210218,Food106,0,0,NA
11,20210218,Food106,0,0,NA
12,20210218,Food106,0,0,NA
13,20210218,Food106,0,0,NA
14,20210218,Food106,0,0,NA
15,20210218,Food106,0,0,NA
16,20210218,Food106,0,0,NA
17,20210218,Food106,0,0,NA
18,20210218,Food106,0,0,NA
19,20210218,Food106,0,0,NA
20,20210218,Food106,0,0,NA
21,20210218,Food106,0,0,NA
22,20210218,Food106,0,0,NA
23,20210218,Food106,0,0,NA
24,20210218,Food106,0,0,NA
25,20210218,Food106,0,0,NA
26,20210218,Food106,0,0,NA
27,20210218,Food106,0,0,NA
28,20210218,Food106,0,0,NA
29,20210218,Food106,0,0,NA
30,20210218,Food106,0,0,NA
31,20210218,Food106,1,1,1
32,20210218,Food106,1,1,1
33,20210218,Food106,2,1,0.5
34,20210218,Food106,3,3,1
35,20210218,Food106,0,0,NA
36,20210218,Food106,0,0,NA
37,20210218,Food106,0,0,NA
38,20210218,Food106,0,0,NA
39,20210218,Food106,0,0,NA
40,20210218,Food106,0,0,NA
1,20210219,Food101,0,0,NA
2,20210219,Food101,0,0,NA
3,20210219,Food101,0,0,NA
4,20210219,Food101,0,0,NA
5,20210219,Food101,0,0,NA
6,20210219,Food101,0,0,NA
7,20210219,Food101,0,0,NA
8,20210219,Food101,0,0,NA
9,20210219,Food101,0,0,NA
10,20210219,Food101,0,0,NA
11,20210219,Food101,0,0,NA
12,20210219,Food101,0,0,NA
13,20210219,Food101,0,0,NA
14,20210219,Food101,0,0,NA
15,20210219,Food101,0,0,NA
16,20210219,Food101,0,0,NA
17,20210219,Food101,4,0,0
18,20210219,Food101,6,0,0
19,20210219,Food101,0,0,NA
20,20210219,Food101,0,0,NA
21,20210219,Food101,3,0,0
22,20210219,Food101,3,1,0.3333333333333333
23,20210219,Food101,4,1,0.25
24,20210219,Food101,7,2,0.2857142857142857
25,20210219,Food101,5,1,0.2
26,20210219,Food101,6,1,0.16666666666666666
27,20210219,Food101,8,0,0
28,20210219,Food101,4,1,0.25
29,20210219,Food101,2,0,0
30,20210219,Food101,4,0,0
31,20210219,Food101,4,0,0
32,20210219,Food101,0,0,NA
33,20210219,Food101,0,0,NA
34,20210219,Food101,0,0,NA
35,20210219,Food101,0,0,NA
36,20210219,Food101,0,0,NA
37,20210219,Food101,0,0,NA
38,20210219,Food101,0,0,NA
39,20210219,Food101,0,0,NA
40,20210219,Food101,0,0,NA
1,20210219,Food102,0,0,NA
2,20210219,Food102,0,0,NA
3,20210219,Food102,0,0,NA
4,20210219,Food102,0,0,NA
5,20210219,Food102,0,0,NA
6,20210219,Food102,0,0,NA
7,20210219,Food102,0,0,NA
8,20210219,Food102,0,0,NA
9,20210219,Food102,0,0,NA
10,20210219,Food102,0,0,NA
11,20210219,Food102,0,0,NA
12,20210219,Food102,0,0,NA
13,20210219,Food102,0,0,NA
14,20210219,Food102,0,0,NA
15,20210219,Food102,0,0,NA
16,20210219,Food102,0,0,NA
17,20210219,Food102,0,0,NA
18,20210219,Food102,0,0,NA
19,20210219,Food102,0,0,NA
20,20210219,Food102,3,0,0
21,20210219,Food102,18,6,0.3333333333333333
22,20210219,Food102,20,8,0.4
23,20210219,Food102,23,6,0.2608695652173913
24,20210219,Food102,19,7,0.3684210526315789
25,20210219,Food102,12,4,0.3333333333333333
26,20210219,Food102,13,7,0.5384615384615384
27,20210219,Food102,12,2,0.16666666666666666
28,20210219,Food102,8,5,0.625
29,20210219,Food102,7,4,0.5714285714285714
30,20210219,Food102,14,5,0.35714285714285715
31,20210219,Food102,16,8,0.5
32,20210219,Food102,14,9,0.6428571428571429
33,20210219,Food102,12,1,0.08333333333333333
34,20210219,Food102,7,1,0.14285714285714285
35,20210219,Food102,3,1,0.3333333333333333
36,20210219,Food102,9,2,0.2222222222222222
37,20210219,Food102,7,4,0.5714285714285714
38,20210219,Food102,6,4,0.6666666666666666
39,20210219,Food102,7,2,0.2857142857142857
40,20210219,Food102,6,5,0.8333333333333334
1,20210219,Food104,0,0,NA
2,20210219,Food104,0,0,NA
3,20210219,Food104,0,0,NA
4,20210219,Food104,0,0,NA
5,20210219,Food104,0,0,NA
6,20210219,Food104,0,0,NA
7,20210219,Food104,0,0,NA
8,20210219,Food104,0,0,NA
9,20210219,Food104,0,0,NA
10,20210219,Food104,0,0,NA
11,20210219,Food104,1,0,0
12,20210219,Food104,1,0,0
13,20210219,Food104,11,0,0
14,20210219,Food104,16,1,0.0625
15,20210219,Food104,20,2,0.1
16,20210219,Food104,23,2,0.08695652173913043
17,20210219,Food104,21,3,0.14285714285714285
18,20210219,Food104,20,3,0.15
19,20210219,Food104,20,2,0.1
20,20210219,Food104,21,0,0
21,20210219,Food104,20,2,0.1
22,20210219,Food104,19,1,0.05263157894736842
23,20210219,Food104,24,4,0.16666666666666666
24,20210219,Food104,32,2,0.0625
25,20210219,Food104,20,3,0.15
26,20210219,Food104,8,5,0.625
27,20210219,Food104,3,3,1
28,20210219,Food104,1,0,0
29,20210219,Food104,2,2,1
30,20210219,Food104,1,1,1
31,20210219,Food104,0,0,NA
32,20210219,Food104,0,0,NA
33,20210219,Food104,0,0,NA
34,20210219,Food104,0,0,NA
35,20210219,Food104,0,0,NA
36,20210219,Food104,0,0,NA
37,20210219,Food104,0,0,NA
38,20210219,Food104,0,0,NA
39,20210219,Food104,0,0,NA
40,20210219,Food104,0,0,NA
1,20210219,Food106,0,0,NA
2,20210219,Food106,0,0,NA
3,20210219,Food106,0,0,NA
4,20210219,Food106,0,0,NA
5,20210219,Food106,0,0,NA
6,20210219,Food106,0,0,NA
7,20210219,Food106,0,0,NA
8,20210219,Food106,0,0,NA
9,20210219,Food106,0,0,NA
10,20210219,Food106,0,0,NA
11,20210219,Food106,0,0,NA
12,20210219,Food106,0,0,NA
13,20210219,Food106,0,0,NA
14,20210219,Food106,0,0,NA
15,20210219,Food106,0,0,NA
16,20210219,Food106,0,0,NA
17,20210219,Food106,0,0,NA
18,20210219,Food106,0,0,NA
19,20210219,Food106,0,0,NA
20,20210219,Food106,0,0,NA
21,20210219,Food106,0,0,NA
22,20210219,Food106,0,0,NA
23,20210219,Food106,0,0,NA
24,20210219,Food106,0,0,NA
25,20210219,Food106,0,0,NA
26,20210219,Food106,0,0,NA
27,20210219,Food106,0,0,NA
28,20210219,Food106,0,0,NA
29,20210219,Food106,0,0,NA
30,20210219,Food106,0,0,NA
31,20210219,Food106,0,0,NA
32,20210219,Food106,0,0,NA
33,20210219,Food106,0,0,NA
34,20210219,Food106,0,0,NA
35,20210219,Food106,0,0,NA
36,20210219,Food106,0,0,NA
37,20210219,Food106,0,0,NA
38,20210219,Food106,0,0,NA
39,20210219,Food106,0,0,NA
40,20210219,Food106,0,0,NA
1,20210220,Food101,0,0,NA
2,20210220,Food101,0,0,NA
3,20210220,Food101,0,0,NA
4,20210220,Food101,0,0,NA
5,20210220,Food101,0,0,NA
6,20210220,Food101,0,0,NA
7,20210220,Food101,0,0,NA
8,20210220,Food101,0,0,NA
9,20210220,Food101,0,0,NA
10,20210220,Food101,0,0,NA
11,20210220,Food101,0,0,NA
12,20210220,Food101,0,0,NA
13,20210220,Food101,0,0,NA
14,20210220,Food101,0,0,NA
15,20210220,Food101,0,0,NA
16,20210220,Food101,0,0,NA
17,20210220,Food101,0,0,NA
18,20210220,Food101,0,0,NA
19,20210220,Food101,0,0,NA
20,20210220,Food101,19,3,0.15789473684210525
21,20210220,Food101,19,4,0.21052631578947367
22,20210220,Food101,17,2,0.11764705882352941
23,20210220,Food101,14,3,0.21428571428571427
24,20210220,Food101,14,4,0.2857142857142857
25,20210220,Food101,10,2,0.2
26,20210220,Food101,12,3,0.25
27,20210220,Food101,12,2,0.16666666666666666
28,20210220,Food101,13,2,0.15384615384615385
29,20210220,Food101,17,3,0.17647058823529413
30,20210220,Food101,5,1,0.2
31,20210220,Food101,7,2,0.2857142857142857
32,20210220,Food101,12,3,0.25
33,20210220,Food101,11,6,0.5454545454545454
34,20210220,Food101,13,2,0.15384615384615385
35,20210220,Food101,12,0,0
36,20210220,Food101,12,0,0
37,20210220,Food101,7,0,0
38,20210220,Food101,0,0,NA
39,20210220,Food101,0,0,NA
40,20210220,Food101,0,0,NA
1,20210220,Food102,0,0,NA
2,20210220,Food102,2,0,0
3,20210220,Food102,3,0,0
4,20210220,Food102,5,0,0
5,20210220,Food102,6,0,0
6,20210220,Food102,6,0,0
7,20210220,Food102,1,0,0
8,20210220,Food102,3,1,0.3333333333333333
9,20210220,Food102,4,1,0.25
10,20210220,Food102,5,2,0.4
11,20210220,Food102,7,2,0.2857142857142857
12,20210220,Food102,9,2,0.2222222222222222
13,20210220,Food102,0,0,NA
14,20210220,Food102,0,0,NA
15,20210220,Food102,0,0,NA
16,20210220,Food102,0,0,NA
17,20210220,Food102,20,2,0.1
18,20210220,Food102,0,0,NA
19,20210220,Food102,0,0,NA
20,20210220,Food102,0,0,NA
21,20210220,Food102,20,3,0.15
22,20210220,Food102,22,5,0.22727272727272727
23,20210220,Food102,0,0,NA
24,20210220,Food102,23,6,0.2608695652173913
25,20210220,Food102,12,8,0.6666666666666666
26,20210220,Food102,25,10,0.4
27,20210220,Food102,23,5,0.21739130434782608
28,20210220,Food102,14,3,0.21428571428571427
29,20210220,Food102,12,1,0.08333333333333333
30,20210220,Food102,5,2,0.4
31,20210220,Food102,2,0,0
32,20210220,Food102,4,1,0.25
33,20210220,Food102,8,0,0
34,20210220,Food102,3,2,0.6666666666666666
35,20210220,Food102,5,1,0.2
36,20210220,Food102,6,1,0.16666666666666666
37,20210220,Food102,3,2,0.6666666666666666
38,20210220,Food102,2,1,0.5
39,20210220,Food102,0,0,NA
40,20210220,Food102,1,0,0
1,20210220,Food104,0,0,NA
2,20210220,Food104,0,0,NA
3,20210220,Food104,0,0,NA
4,20210220,Food104,0,0,NA
5,20210220,Food104,0,0,NA
6,20210220,Food104,0,0,NA
7,20210220,Food104,0,0,NA
8,20210220,Food104,0,0,NA
9,20210220,Food104,0,0,NA
10,20210220,Food104,0,0,NA
11,20210220,Food104,0,0,NA
12,20210220,Food104,0,0,NA
13,20210220,Food104,0,0,NA
14,20210220,Food104,0,0,NA
15,20210220,Food104,0,0,NA
16,20210220,Food104,0,0,NA
17,20210220,Food104,0,0,NA
18,20210220,Food104,0,0,NA
19,20210220,Food104,0,0,NA
20,20210220,Food104,0,0,NA
21,20210220,Food104,0,0,NA
22,20210220,Food104,0,0,NA
23,20210220,Food104,0,0,NA
24,20210220,Food104,0,0,NA
25,20210220,Food104,0,0,NA
26,20210220,Food104,0,0,NA
27,20210220,Food104,0,0,NA
28,20210220,Food104,0,0,NA
29,20210220,Food104,0,0,NA
30,20210220,Food104,0,0,NA
31,20210220,Food104,0,0,NA
32,20210220,Food104,0,0,NA
33,20210220,Food104,0,0,NA
34,20210220,Food104,0,0,NA
35,20210220,Food104,0,0,NA
36,20210220,Food104,0,0,NA
37,20210220,Food104,0,0,NA
38,20210220,Food104,0,0,NA
39,20210220,Food104,0,0,NA
40,20210220,Food104,0,0,NA
1,20210220,Food106,0,0,NA
2,20210220,Food106,0,0,NA
3,20210220,Food106,0,0,NA
4,20210220,Food106,0,0,NA
5,20210220,Food106,0,0,NA
6,20210220,Food106,0,0,NA
7,20210220,Food106,0,0,NA
8,20210220,Food106,0,0,NA
9,20210220,Food106,0,0,NA
10,20210220,Food106,0,0,NA
11,20210220,Food106,0,0,NA
12,20210220,Food106,0,0,NA
13,20210220,Food106,0,0,NA
14,20210220,Food106,0,0,NA
15,20210220,Food106,0,0,NA
16,20210220,Food106,0,0,NA
17,20210220,Food106,0,0,NA
18,20210220,Food106,0,0,NA
19,20210220,Food106,7,0,0
20,20210220,Food106,10,1,0.1
21,20210220,Food106,12,3,0.25
22,20210220,Food106,6,1,0.16666666666666666
23,20210220,Food106,4,2,0.5
24,20210220,Food106,11,5,0.45454545454545453
25,20210220,Food106,14,6,0.42857142857142855
26,20210220,Food106,15,9,0.6
27,20210220,Food106,12,5,0.4166666666666667
28,20210220,Food106,11,7,0.6363636363636364
29,20210220,Food106,11,8,0.7272727272727273
30,20210220,Food106,0,0,NA
31,20210220,Food106,9,8,0.8888888888888888
32,20210220,Food106,10,7,0.7
33,20210220,Food106,16,7,0.4375
34,20210220,Food106,14,7,0.5
35,20210220,Food106,13,9,0.6923076923076923
36,20210220,Food106,14,9,0.6428571428571429
37,20210220,Food106,11,5,0.45454545454545453
38,20210220,Food106,10,6,0.6
39,20210220,Food106,13,2,0.15384615384615385
40,20210220,Food106,4,1,0.25
1,20210221,Food101,0,0,NA
2,20210221,Food101,0,0,NA
3,20210221,Food101,0,0,NA
4,20210221,Food101,8,0,0
5,20210221,Food101,14,0,0
6,20210221,Food101,18,2,0.1111111111111111
7,20210221,Food101,0,0,NA
8,20210221,Food101,0,0,NA
9,20210221,Food101,21,1,0.047619047619047616
10,20210221,Food101,13,0,0
11,20210221,Food101,17,4,0.23529411764705882
12,20210221,Food101,16,0,0
13,20210221,Food101,15,3,0.2
14,20210221,Food101,12,4,0.3333333333333333
15,20210221,Food101,17,4,0.23529411764705882
16,20210221,Food101,22,0,0
17,20210221,Food101,21,2,0.09523809523809523
18,20210221,Food101,20,6,0.3
19,20210221,Food101,22,5,0.22727272727272727
20,20210221,Food101,26,4,0.15384615384615385
21,20210221,Food101,19,6,0.3157894736842105
22,20210221,Food101,16,7,0.4375
23,20210221,Food101,18,4,0.2222222222222222
24,20210221,Food101,10,4,0.4
25,20210221,Food101,11,5,0.45454545454545453
26,20210221,Food101,12,4,0.3333333333333333
27,20210221,Food101,9,1,0.1111111111111111
28,20210221,Food101,12,3,0.25
29,20210221,Food101,10,2,0.2
30,20210221,Food101,9,1,0.1111111111111111
31,20210221,Food101,8,3,0.375
32,20210221,Food101,11,2,0.18181818181818182
33,20210221,Food101,8,2,0.25
34,20210221,Food101,8,2,0.25
35,20210221,Food101,6,3,0.5
36,20210221,Food101,9,2,0.2222222222222222
37,20210221,Food101,2,1,0.5
38,20210221,Food101,3,0,0
39,20210221,Food101,0,0,NA
40,20210221,Food101,0,0,NA
1,20210221,Food102,0,0,NA
2,20210221,Food102,0,0,NA
3,20210221,Food102,0,0,NA
4,20210221,Food102,0,0,NA
5,20210221,Food102,0,0,NA
6,20210221,Food102,0,0,NA
7,20210221,Food102,0,0,NA
8,20210221,Food102,0,0,NA
9,20210221,Food102,0,0,NA
10,20210221,Food102,0,0,NA
11,20210221,Food102,0,0,NA
12,20210221,Food102,0,0,NA
13,20210221,Food102,0,0,NA
14,20210221,Food102,0,0,NA
15,20210221,Food102,0,0,NA
16,20210221,Food102,0,0,NA
17,20210221,Food102,0,0,NA
18,20210221,Food102,0,0,NA
19,20210221,Food102,0,0,NA
20,20210221,Food102,0,0,NA
21,20210221,Food102,0,0,NA
22,20210221,Food102,0,0,NA
23,20210221,Food102,0,0,NA
24,20210221,Food102,0,0,NA
25,20210221,Food102,0,0,NA
26,20210221,Food102,0,0,NA
27,20210221,Food102,0,0,NA
28,20210221,Food102,0,0,NA
29,20210221,Food102,0,0,NA
30,20210221,Food102,0,0,NA
31,20210221,Food102,0,0,NA
32,20210221,Food102,0,0,NA
33,20210221,Food102,0,0,NA
34,20210221,Food102,0,0,NA
35,20210221,Food102,0,0,NA
36,20210221,Food102,0,0,NA
37,20210221,Food102,0,0,NA
38,20210221,Food102,0,0,NA
39,20210221,Food102,0,0,NA
40,20210221,Food102,0,0,NA
1,20210221,Food104,0,0,NA
2,20210221,Food104,0,0,NA
3,20210221,Food104,0,0,NA
4,20210221,Food104,0,0,NA
5,20210221,Food104,0,0,NA
6,20210221,Food104,0,0,NA
7,20210221,Food104,0,0,NA
8,20210221,Food104,0,0,NA
9,20210221,Food104,0,0,NA
10,20210221,Food104,0,0,NA
11,20210221,Food104,0,0,NA
12,20210221,Food104,0,0,NA
13,20210221,Food104,1,0,0
14,20210221,Food104,0,0,NA
15,20210221,Food104,1,0,0
16,20210221,Food104,1,0,0
17,20210221,Food104,1,0,0
18,20210221,Food104,0,0,NA
19,20210221,Food104,4,0,0
20,20210221,Food104,6,1,0.16666666666666666
21,20210221,Food104,12,4,0.3333333333333333
22,20210221,Food104,14,5,0.35714285714285715
23,20210221,Food104,11,4,0.36363636363636365
24,20210221,Food104,12,3,0.25
25,20210221,Food104,14,3,0.21428571428571427
26,20210221,Food104,6,3,0.5
27,20210221,Food104,2,1,0.5
28,20210221,Food104,0,0,NA
29,20210221,Food104,6,4,0.6666666666666666
30,20210221,Food104,4,0,0
31,20210221,Food104,5,1,0.2
32,20210221,Food104,2,0,0
33,20210221,Food104,0,0,NA
34,20210221,Food104,0,0,NA
35,20210221,Food104,0,0,NA
36,20210221,Food104,0,0,NA
37,20210221,Food104,0,0,NA
38,20210221,Food104,0,0,NA
39,20210221,Food104,0,0,NA
40,20210221,Food104,0,0,NA
1,20210221,Food106,0,0,NA
2,20210221,Food106,0,0,NA
3,20210221,Food106,0,0,NA
4,20210221,Food106,0,0,NA
5,20210221,Food106,0,0,NA
6,20210221,Food106,0,0,NA
7,20210221,Food106,0,0,NA
8,20210221,Food106,0,0,NA
9,20210221,Food106,0,0,NA
10,20210221,Food106,0,0,NA
11,20210221,Food106,0,0,NA
12,20210221,Food106,0,0,NA
13,20210221,Food106,0,0,NA
14,20210221,Food106,0,0,NA
15,20210221,Food106,0,0,NA
16,20210221,Food106,0,0,NA
17,20210221,Food106,7,0,0
18,20210221,Food106,0,0,NA
19,20210221,Food106,4,1,0.25
20,20210221,Food106,9,0,0
21,20210221,Food106,15,0,0
22,20210221,Food106,16,3,0.1875
23,20210221,Food106,17,2,0.11764705882352941
24,20210221,Food106,16,2,0.125
25,20210221,Food106,15,2,0.13333333333333333
26,20210221,Food106,16,2,0.125
27,20210221,Food106,17,3,0.17647058823529413
28,20210221,Food106,10,4,0.4
29,20210221,Food106,4,1,0.25
30,20210221,Food106,6,0,0
31,20210221,Food106,4,0,0
32,20210221,Food106,0,0,NA
33,20210221,Food106,0,0,NA
34,20210221,Food106,0,0,NA
35,20210221,Food106,0,0,NA
36,20210221,Food106,0,0,NA
37,20210221,Food106,0,0,NA
38,20210221,Food106,0,0,NA
39,20210221,Food106,0,0,NA
40,20210221,Food106,0,0,NA
